GPA,Programming_Skill,DBMS_Knowledge,Computer_Networks,Mathematics_Statistics,Web_Development,App_Development,Data_Analysis,Cybersecurity,Cloud_DevOps,UI_UX_Design,Testing_Debugging,Problem_Solving,Analytical_Thinking,Creativity,Communication_Skill,Leadership,Teamwork,Preferred_Work_Type,Work_Style,Career_Role
4.92,5,2,4,6,1,2,8,1,2,2,3,9,10,3,9,8,6,Analytical,Team,Business Analyst
3.93,4,3,3,1,5,1,1,1,1,7,1,4,6,8,7,3,6,Technical,Individual,UI/UX Designer
4.8,3,3,4,8,2,1,5,1,3,2,4,7,9,4,8,8,9,Analytical,Team,Business Analyst
4.99,2,3,4,8,3,2,7,1,1,3,2,7,9,3,10,7,10,Analytical,Team,Business Analyst
5.0,3,4,2,7,3,2,7,2,3,1,6,8,7,4,10,8,8,Analytical,Team,Business Analyst
4.71,9,6,1,4,4,2,8,1,4,3,3,8,10,1,7,3,6,Analytical,Team,Machine Learning Engineer
4.57,6,6,5,3,3,1,2,3,1,1,9,10,8,2,7,2,8,Technical,Team,Software Tester
5.03,5,4,7,3,4,3,4,6,8,1,5,6,6,7,5,5,7,Technical,Team,Cloud Engineer
5.01,4,6,6,8,3,3,10,2,2,2,3,9,10,4,8,6,6,Analytical,Individual,Data Analyst
4.93,4,5,4,4,3,2,5,2,3,3,2,5,6,5,9,10,8,Analytical,Team,IT Project Coordinator
5.31,9,5,3,8,2,4,9,1,7,3,7,7,9,3,5,3,6,Analytical,Individual,Machine Learning Engineer
5.0,7,6,5,6,4,1,4,3,1,1,7,8,8,3,10,4,8,Technical,Team,Software Tester
5.0,10,5,3,8,3,1,8,2,7,3,5,10,10,3,7,7,4,Analytical,Individual,Machine Learning Engineer
5.0,1,4,4,3,1,2,2,2,2,2,3,5,6,4,10,10,7,Analytical,Team,IT Project Coordinator
4.26,4,4,5,4,5,3,2,2,2,1,5,9,7,5,5,3,5,Creative,Individual,Software Tester
5.28,6,5,6,3,9,3,4,5,5,7,7,7,5,9,7,2,8,Creative,Team,Web Developer
4.81,7,4,5,5,4,4,3,1,1,3,8,8,8,4,6,2,7,Creative,Team,Software Tester
4.96,7,3,6,8,1,3,3,5,7,1,5,5,10,2,7,2,7,Analytical,Team,Cloud Engineer
4.99,4,3,7,5,5,2,2,7,6,1,7,7,6,5,6,4,7,Technical,Individual,Cybersecurity Analyst
4.71,2,2,4,3,3,1,3,1,1,1,2,6,8,4,8,8,9,Analytical,Team,IT Project Coordinator
4.73,3,7,7,2,2,1,1,4,5,2,6,9,6,3,5,4,5,Technical,Team,System Administrator
4.81,4,3,3,8,3,1,7,2,2,1,1,7,9,6,8,8,6,Creative,Team,Business Analyst
4.95,2,3,1,6,2,5,6,2,3,5,2,7,7,7,8,8,8,Analytical,Team,IT Project Coordinator
5.04,5,5,5,10,3,1,6,1,6,1,7,10,10,3,6,5,5,Analytical,Individual,Machine Learning Engineer
5.03,9,4,3,4,8,3,2,5,4,6,6,6,8,8,5,6,7,Technical,Team,Web Developer
4.97,7,7,6,6,1,3,3,2,5,2,5,10,6,3,4,4,7,Technical,Individual,Software Engineer
4.99,1,2,3,6,1,1,6,2,6,3,2,10,8,5,10,7,6,Analytical,Team,Business Analyst
5.1,7,5,5,7,3,2,10,2,4,3,4,9,7,4,7,3,5,Analytical,Team,Machine Learning Engineer
4.98,8,1,9,6,3,1,4,5,7,2,4,8,8,2,4,5,7,Technical,Team,Cloud Engineer
5.34,10,9,7,5,7,6,2,2,4,1,5,10,6,3,4,6,6,Analytical,Individual,Software Engineer
4.62,4,5,2,4,4,2,1,2,1,10,3,4,6,10,7,5,7,Creative,Team,UI/UX Designer
4.64,4,5,7,4,4,3,4,8,4,2,7,6,4,2,5,4,5,Technical,Individual,Cybersecurity Analyst
4.92,7,4,6,3,4,2,4,4,9,2,4,6,8,4,7,2,7,Analytical,Team,Cloud Engineer
4.85,6,5,6,3,1,2,3,4,6,2,4,10,6,4,6,3,6,Technical,Individual,System Administrator
4.78,3,6,6,1,2,2,4,4,7,1,4,9,8,1,6,1,5,Technical,Team,System Administrator
5.24,9,5,4,4,10,2,1,4,8,8,7,9,7,7,5,1,4,Technical,Team,Web Developer
4.86,8,4,7,4,1,3,3,4,7,1,4,7,6,2,5,5,6,Technical,Team,Cloud Engineer
5.01,7,7,6,5,5,8,1,4,5,3,8,7,5,2,5,5,4,Technical,Individual,Mobile App Developer
5.06,4,6,4,9,3,3,8,4,4,1,5,9,9,2,5,4,7,Analytical,Individual,Data Analyst
5.21,10,6,7,6,5,5,5,1,5,2,5,7,8,5,4,6,8,Technical,Individual,Software Engineer
4.59,6,4,5,4,5,1,4,2,1,3,9,7,6,4,6,6,3,Technical,Team,Software Tester
4.98,10,4,3,10,3,1,6,1,4,1,8,7,8,4,4,4,6,Analytical,Individual,Machine Learning Engineer
4.94,4,4,1,5,3,1,7,1,3,3,4,5,7,4,10,7,7,Analytical,Individual,Business Analyst
4.87,3,3,2,3,4,1,4,2,2,9,1,5,6,10,5,3,9,Creative,Team,UI/UX Designer
4.95,7,6,5,3,7,1,1,3,5,3,6,6,6,6,7,2,7,Technical,Individual,Web Developer
5.04,7,3,6,3,7,2,2,5,6,6,7,9,7,3,4,4,6,Technical,Individual,Web Developer
4.76,3,4,6,2,2,2,1,4,5,1,7,7,7,1,6,3,5,Analytical,Team,System Administrator
4.89,5,7,2,10,2,3,8,2,4,2,2,7,7,4,5,4,5,Analytical,Individual,Data Analyst
5.34,9,5,3,3,5,9,3,5,5,5,7,6,7,4,6,5,6,Technical,Individual,Mobile App Developer
5.12,9,8,5,4,4,5,3,4,2,4,8,9,7,4,6,8,5,Technical,Individual,Software Engineer
5.13,8,8,5,7,6,4,5,1,5,2,5,8,7,4,5,6,6,Technical,Individual,Software Engineer
4.83,4,3,1,5,1,1,7,1,3,3,4,6,8,6,9,8,6,Analytical,Team,Business Analyst
5.17,8,2,6,3,5,8,4,2,4,4,8,7,7,7,4,5,5,Technical,Individual,Mobile App Developer
4.4,1,2,3,4,3,2,4,1,2,10,2,4,5,10,9,3,8,Creative,Team,UI/UX Designer
4.91,3,6,1,7,3,1,5,2,2,5,2,7,9,6,7,6,8,Analytical,Team,Business Analyst
4.49,6,5,8,4,2,2,1,4,5,1,9,6,5,4,4,5,5,Technical,Team,System Administrator
4.89,6,5,5,3,5,1,2,3,1,2,10,6,9,3,5,3,6,Technical,Individual,Software Tester
4.99,5,6,8,2,2,2,1,4,8,2,4,6,7,1,7,4,8,Technical,Team,System Administrator
4.88,4,6,1,5,1,1,3,1,2,1,3,6,8,6,8,5,9,Analytical,Team,IT Project Coordinator
4.88,10,6,3,7,1,2,5,2,2,1,6,10,10,6,4,2,5,Analytical,Individual,Machine Learning Engineer
4.96,10,6,3,5,5,8,1,2,3,4,5,6,5,6,5,4,6,Technical,Individual,Mobile App Developer
5.48,8,7,4,4,5,4,5,4,4,3,8,9,7,8,5,4,5,Technical,Individual,Software Engineer
4.75,5,4,7,1,1,2,2,5,6,2,5,7,5,3,4,1,7,Analytical,Individual,System Administrator
4.93,6,6,8,3,3,2,4,1,1,1,10,6,7,2,4,2,6,Technical,Team,Software Tester
5.23,4,5,10,4,4,2,3,9,5,2,8,9,7,2,6,3,6,Technical,Individual,Cybersecurity Analyst
5.04,7,4,5,3,3,9,1,2,5,6,10,8,7,6,4,5,7,Technical,Team,Mobile App Developer
5.74,7,4,5,5,10,4,4,4,4,8,7,9,5,9,8,4,8,Technical,Team,Web Developer
4.95,5,8,4,7,1,3,8,1,4,2,4,6,9,4,8,3,7,Analytical,Individual,Data Analyst
4.75,4,4,10,6,1,1,2,10,5,1,6,8,6,3,3,2,6,Technical,Individual,Cybersecurity Analyst
4.32,4,6,2,3,3,2,5,2,2,3,8,4,8,4,7,3,5,Technical,Team,Software Tester
4.24,3,4,2,3,1,1,3,1,1,2,3,6,9,6,8,7,7,Technical,Team,IT Project Coordinator
4.89,4,2,1,4,5,1,1,1,2,9,3,7,6,9,6,6,7,Creative,Team,UI/UX Designer
4.96,7,5,3,8,1,2,9,3,2,3,2,6,8,5,9,5,2,Analytical,Individual,Data Analyst
5.1,9,4,8,6,5,8,2,2,3,5,5,7,5,6,3,5,6,Technical,Individual,Mobile App Developer
4.29,4,3,1,6,2,2,3,2,1,1,3,8,8,4,10,6,8,Creative,Team,Business Analyst
5.02,7,5,5,5,3,8,2,2,3,5,6,6,7,7,4,5,7,Creative,Individual,Mobile App Developer
5.25,9,6,4,2,8,5,3,2,3,8,7,7,6,7,4,2,8,Technical,Team,Web Developer
5.49,8,6,5,5,7,2,4,5,2,7,7,7,6,8,5,5,8,Technical,Team,Web Developer
5.16,10,6,3,6,6,7,3,5,5,7,8,6,5,7,5,2,6,Technical,Individual,Mobile App Developer
4.98,5,4,4,5,1,1,6,1,1,2,1,8,10,5,10,5,10,Technical,Team,Business Analyst
4.87,4,3,1,5,1,2,8,1,2,3,1,9,8,3,9,8,9,Creative,Team,Business Analyst
5.04,5,7,3,10,2,5,10,3,1,2,4,7,7,3,5,5,7,Analytical,Individual,Data Analyst
5.02,8,9,5,6,4,5,1,3,4,1,7,5,8,4,5,4,8,Creative,Individual,Software Engineer
4.82,2,7,9,2,3,1,2,7,5,2,6,9,7,4,4,5,5,Creative,Individual,System Administrator
5.26,8,7,7,7,4,4,3,4,4,4,5,7,5,6,7,4,9,Creative,Individual,Software Engineer
4.69,2,1,3,3,4,1,1,2,2,8,5,7,5,10,9,5,6,Creative,Team,UI/UX Designer
4.55,5,5,2,4,2,1,6,1,5,1,1,8,7,6,8,5,9,Analytical,Individual,IT Project Coordinator
5.0,5,4,8,4,1,2,5,8,6,2,7,7,7,5,5,2,7,Creative,Individual,Cybersecurity Analyst
5.13,8,7,5,5,4,7,3,4,4,4,5,6,5,6,5,5,7,Technical,Individual,Mobile App Developer
5.06,9,7,3,9,2,2,7,1,6,2,2,8,7,4,7,6,6,Analytical,Individual,Data Analyst
5.49,7,7,6,5,3,8,3,4,2,7,7,7,6,5,9,3,6,Technical,Individual,Mobile App Developer
4.78,5,4,8,3,2,5,4,9,3,2,6,7,6,1,5,3,5,Technical,Individual,Cybersecurity Analyst
4.54,3,4,6,3,3,1,2,7,7,2,4,8,5,2,5,2,6,Technical,Team,System Administrator
4.88,6,6,3,7,3,1,10,1,2,1,3,9,10,2,6,6,7,Analytical,Individual,Data Analyst
5.08,7,5,8,6,3,3,2,4,10,2,7,8,7,2,6,5,8,Technical,Team,Cloud Engineer
4.72,4,5,5,10,2,1,8,2,1,3,4,5,10,2,6,5,5,Analytical,Individual,Data Analyst
5.19,8,6,6,7,7,3,2,2,4,4,7,9,7,4,4,3,8,Technical,Individual,Software Engineer
4.3,6,6,6,3,1,1,2,3,8,2,6,6,6,3,4,3,7,Technical,Team,Cloud Engineer
4.78,5,3,8,3,2,1,5,4,10,1,6,6,6,3,4,3,8,Technical,Team,Cloud Engineer
4.99,9,5,5,4,2,5,2,3,3,2,8,8,5,4,3,5,9,Technical,Individual,Mobile App Developer
5.17,10,5,2,4,4,8,1,3,4,4,6,8,7,7,6,3,7,Technical,Individual,Mobile App Developer
4.97,6,6,1,8,1,1,8,1,1,1,1,8,10,6,9,6,8,Technical,Team,Business Analyst
5.1,5,4,10,5,1,2,3,10,5,2,7,8,9,2,3,5,8,Technical,Individual,Cybersecurity Analyst
4.86,3,6,6,5,1,6,3,7,8,2,5,6,6,1,2,4,7,Technical,Team,System Administrator
4.41,5,5,3,5,1,1,8,1,3,2,1,7,7,5,7,6,6,Analytical,Team,Business Analyst
4.61,5,3,5,4,2,4,5,1,1,1,10,6,8,2,7,2,7,Technical,Team,Software Tester
5.11,8,5,4,5,5,10,2,3,3,7,6,10,6,4,3,3,6,Technical,Individual,Mobile App Developer
4.92,5,3,4,4,4,2,4,1,1,1,9,8,8,3,6,4,8,Technical,Team,Software Tester
4.59,7,4,2,5,3,4,4,1,2,3,10,7,8,3,4,2,7,Technical,Team,Software Tester
4.83,4,6,1,8,1,1,5,2,2,3,3,8,10,4,9,7,8,Analytical,Team,Business Analyst
4.97,5,5,3,4,3,2,3,1,3,2,1,6,6,3,7,8,10,Analytical,Team,IT Project Coordinator
5.17,10,6,4,5,3,10,4,4,1,5,7,6,7,7,4,5,6,Technical,Individual,Mobile App Developer
4.89,7,4,5,6,3,1,2,3,3,2,10,8,9,5,5,3,7,Analytical,Individual,Software Tester
5.13,8,6,5,10,6,3,7,1,5,1,6,10,8,3,5,2,5,Analytical,Individual,Machine Learning Engineer
5.33,8,6,2,10,2,3,9,2,6,4,5,8,7,5,7,3,7,Analytical,Individual,Machine Learning Engineer
4.16,2,3,1,2,4,3,5,2,1,9,1,4,6,7,8,4,8,Creative,Team,UI/UX Designer
5.0,4,4,2,6,2,2,8,2,1,3,2,6,10,5,10,9,8,Analytical,Team,Business Analyst
5.0,5,5,9,2,3,2,3,3,8,1,5,9,8,5,6,5,8,Technical,Team,Cloud Engineer
4.21,4,2,2,3,6,3,2,2,1,8,2,5,4,8,6,6,7,Creative,Team,UI/UX Designer
5.37,8,9,3,7,2,2,9,3,7,3,7,9,9,5,5,2,5,Analytical,Individual,Machine Learning Engineer
5.0,7,7,5,9,1,1,8,3,2,3,2,8,10,3,8,5,4,Analytical,Individual,Data Analyst
4.66,4,5,1,5,1,1,5,1,1,2,2,7,7,4,7,8,7,Analytical,Team,IT Project Coordinator
4.96,6,6,6,5,2,2,3,3,8,2,7,6,8,2,5,2,8,Analytical,Team,Cloud Engineer
4.97,6,5,3,5,7,3,3,2,3,2,9,8,6,3,5,5,5,Technical,Team,Software Tester
5.0,6,5,9,3,5,2,3,10,5,2,5,6,9,4,3,2,6,Technical,Individual,Cybersecurity Analyst
4.72,3,6,7,4,1,2,4,7,7,4,4,6,8,3,1,4,5,Technical,Team,System Administrator
4.89,7,7,3,5,1,9,1,2,4,5,5,6,6,6,5,5,6,Technical,Team,Mobile App Developer
4.96,6,4,9,5,1,3,3,6,7,2,5,7,5,4,6,5,6,Technical,Team,System Administrator
4.68,7,6,2,7,3,3,9,2,1,2,2,5,8,4,7,3,3,Technical,Individual,Data Analyst
4.85,3,5,3,6,3,2,6,2,1,3,4,6,7,6,7,7,9,Analytical,Team,IT Project Coordinator
4.94,4,3,3,3,3,1,3,2,2,10,4,4,10,7,9,6,7,Creative,Team,UI/UX Designer
5.04,8,4,3,10,6,2,10,1,4,2,6,9,8,5,5,3,4,Analytical,Individual,Machine Learning Engineer
4.75,7,4,9,3,1,1,5,4,9,1,6,8,5,2,5,2,5,Technical,Team,Cloud Engineer
5.31,10,7,1,4,3,9,2,3,4,5,7,6,10,9,6,4,4,Technical,Individual,Mobile App Developer
5.04,7,6,4,8,3,3,8,1,2,1,7,8,7,2,6,5,8,Analytical,Team,Data Analyst
4.9,3,5,8,2,3,2,1,5,7,1,6,7,4,4,4,5,8,Technical,Team,System Administrator
4.79,8,6,3,3,3,9,2,3,2,5,6,6,5,4,3,5,7,Technical,Individual,Mobile App Developer
5.01,6,4,10,4,6,1,4,7,6,2,7,7,7,6,3,5,5,Creative,Individual,Cybersecurity Analyst
4.85,4,3,1,3,6,2,2,1,1,9,2,7,4,8,7,4,9,Analytical,Team,UI/UX Designer
5.25,8,6,3,3,5,9,4,5,2,5,6,9,7,7,5,4,7,Technical,Individual,Mobile App Developer
4.82,4,5,4,8,3,2,9,2,2,2,4,7,9,5,7,3,5,Technical,Individual,Data Analyst
4.29,2,4,1,4,2,1,3,2,1,2,4,6,5,4,10,8,10,Technical,Team,IT Project Coordinator
4.98,9,6,7,2,2,1,3,7,5,1,6,7,7,3,6,5,6,Technical,Team,System Administrator
5.03,10,6,7,6,4,3,3,1,3,4,5,9,8,6,6,2,5,Technical,Individual,Software Engineer
4.9,8,4,6,4,2,3,2,4,10,1,7,5,8,2,6,3,8,Technical,Team,Cloud Engineer
4.62,6,7,9,2,1,2,1,4,7,1,4,7,6,1,9,3,7,Technical,Team,System Administrator
4.89,4,5,3,2,1,2,8,2,1,3,1,8,7,5,10,7,8,Analytical,Team,Business Analyst
4.99,7,6,5,8,1,1,7,3,5,1,7,7,8,4,6,2,6,Analytical,Individual,Machine Learning Engineer
4.85,6,6,5,6,4,2,4,2,4,3,7,7,7,4,5,3,4,Technical,Team,Software Tester
4.91,6,5,3,8,2,3,10,1,4,1,4,7,7,5,6,6,4,Analytical,Individual,Data Analyst
4.37,4,3,3,5,5,1,2,2,2,1,10,6,9,4,5,4,8,Technical,Team,Software Tester
5.07,7,3,8,4,2,1,4,10,4,2,8,8,7,2,5,5,7,Technical,Individual,Cybersecurity Analyst
4.98,6,8,4,8,3,1,8,1,3,3,3,8,7,5,5,3,3,Technical,Individual,Data Analyst
4.99,8,5,3,4,9,3,1,5,5,5,4,6,6,7,4,3,6,Technical,Team,Web Developer
5.24,10,6,4,4,2,9,3,2,2,5,7,8,7,5,8,3,7,Technical,Individual,Mobile App Developer
5.27,7,4,6,3,10,3,3,2,5,7,7,7,5,9,4,4,8,Analytical,Team,Web Developer
4.51,4,2,3,4,3,2,4,2,2,2,1,7,7,6,10,9,8,Analytical,Team,IT Project Coordinator
4.91,3,3,1,6,3,2,5,1,2,2,2,8,10,6,8,5,6,Analytical,Team,Business Analyst
4.56,5,4,6,5,3,1,4,2,6,2,5,7,8,4,6,2,7,Technical,Team,System Administrator
5.0,7,5,8,6,2,3,3,3,10,1,6,7,8,3,3,4,6,Technical,Team,Cloud Engineer
4.68,3,4,2,3,3,2,5,2,3,2,4,6,5,3,8,10,8,Analytical,Team,IT Project Coordinator
4.94,5,5,7,2,1,3,3,6,6,2,6,8,7,4,6,5,7,Technical,Team,System Administrator
5.18,8,2,8,5,3,2,4,3,10,1,7,7,8,4,6,5,8,Technical,Individual,Cloud Engineer
4.9,1,2,3,4,3,1,4,1,2,7,3,7,7,9,6,4,8,Analytical,Team,UI/UX Designer
4.95,5,3,5,6,1,2,6,1,1,2,4,8,6,3,8,10,10,Analytical,Team,IT Project Coordinator
4.99,6,8,5,8,1,1,7,3,2,3,4,7,8,3,7,5,6,Analytical,Team,Data Analyst
5.03,8,5,3,2,8,4,2,3,5,6,6,7,6,8,6,5,7,Technical,Individual,Web Developer
4.4,4,3,1,8,1,2,7,1,2,3,3,7,7,3,7,6,6,Analytical,Team,Business Analyst
4.61,5,2,5,5,1,1,3,1,2,1,3,8,7,4,10,7,9,Analytical,Individual,IT Project Coordinator
4.43,1,2,1,1,6,1,3,2,2,7,3,5,5,10,6,4,6,Creative,Team,UI/UX Designer
3.83,3,1,1,6,3,2,4,2,2,2,1,5,5,2,8,5,9,Analytical,Team,IT Project Coordinator
5.33,4,6,5,8,1,3,10,3,3,3,8,8,8,4,5,6,6,Analytical,Individual,Data Analyst
4.69,4,6,4,5,2,2,5,1,1,1,1,7,8,4,9,8,7,Analytical,Team,Business Analyst
5.02,7,4,1,10,1,3,8,3,8,1,5,7,9,5,10,2,5,Analytical,Individual,Machine Learning Engineer
5.21,9,6,6,7,6,6,3,3,2,1,6,8,6,4,6,6,5,Creative,Individual,Software Engineer
5.29,5,5,10,3,3,2,3,9,5,1,8,8,6,6,7,5,5,Technical,Individual,Cybersecurity Analyst
5.09,7,6,4,2,9,3,4,4,2,6,9,6,7,6,5,2,8,Technical,Team,Web Developer
4.98,8,4,7,6,3,1,1,5,7,1,6,7,7,3,4,5,7,Technical,Team,Cloud Engineer
4.44,2,6,2,6,4,2,5,1,2,5,8,6,6,2,6,3,5,Analytical,Team,Software Tester
5.17,8,3,8,3,4,6,2,9,3,2,5,9,10,2,4,5,6,Technical,Individual,Cybersecurity Analyst
5.13,7,5,10,1,1,3,5,9,5,1,8,7,9,4,6,4,6,Technical,Individual,Cybersecurity Analyst
5.04,8,4,2,7,4,1,10,1,7,3,7,8,10,4,5,3,4,Analytical,Individual,Machine Learning Engineer
4.74,1,1,1,3,3,3,3,1,1,9,3,4,6,8,9,4,9,Creative,Team,UI/UX Designer
5.47,9,7,6,6,6,6,5,1,2,4,7,10,6,5,7,6,5,Technical,Individual,Software Engineer
4.76,4,3,2,6,4,4,5,1,3,1,7,6,9,4,7,4,8,Analytical,Team,Software Tester
5.13,8,5,6,5,4,7,1,5,5,8,7,6,6,7,4,2,7,Technical,Individual,Mobile App Developer
4.96,5,5,7,6,5,4,4,3,4,1,8,8,7,5,4,3,5,Technical,Individual,Software Engineer
5.14,7,6,7,6,4,1,3,8,6,1,7,8,6,3,6,4,6,Analytical,Individual,Cybersecurity Analyst
4.9,6,6,3,5,4,3,2,2,3,3,9,9,9,2,7,3,6,Technical,Team,Software Tester
5.02,6,5,8,4,3,1,3,8,4,1,7,9,9,4,6,4,5,Technical,Individual,Cybersecurity Analyst
5.49,7,7,6,2,10,5,1,5,3,6,4,9,7,8,4,5,5,Technical,Team,Web Developer
4.86,2,3,3,1,5,2,1,2,1,8,1,4,5,10,9,5,8,Creative,Individual,UI/UX Designer
4.37,2,5,9,2,1,3,5,4,9,1,4,6,5,4,4,4,5,Creative,Team,Cloud Engineer
4.84,7,6,6,4,6,3,1,4,3,3,6,7,6,3,6,5,6,Technical,Individual,Software Engineer
5.02,8,4,8,3,2,5,4,4,8,1,6,6,5,5,6,5,6,Technical,Team,Cloud Engineer
4.46,7,3,5,5,4,5,3,1,1,1,5,10,7,2,7,3,5,Technical,Team,Software Tester
4.79,4,5,6,3,2,2,3,5,5,1,7,6,5,2,5,2,7,Technical,Team,System Administrator
4.29,4,3,2,5,3,1,4,1,2,2,2,5,5,5,9,8,9,Analytical,Team,IT Project Coordinator
5.15,9,5,6,4,4,9,3,2,5,7,5,6,8,4,3,5,6,Analytical,Individual,Mobile App Developer
4.96,3,6,3,8,1,2,8,1,1,3,3,9,8,5,7,6,8,Analytical,Individual,Business Analyst
4.7,4,3,3,3,2,4,2,2,2,2,7,8,6,3,6,5,6,Technical,Team,Software Tester
5.02,8,4,2,10,2,1,7,5,7,1,7,9,9,4,5,2,5,Analytical,Individual,Machine Learning Engineer
5.16,7,6,4,5,4,6,4,3,4,5,6,10,6,5,8,5,5,Technical,Team,Software Engineer
5.52,7,6,9,6,3,2,4,5,9,2,5,9,5,5,7,5,5,Technical,Team,Cloud Engineer
5.01,5,6,8,6,3,2,3,4,5,1,4,9,7,4,7,5,7,Technical,Team,System Administrator
5.21,9,4,6,4,9,3,3,2,2,8,8,7,7,7,4,4,5,Technical,Team,Web Developer
4.72,6,3,9,6,1,1,2,4,8,1,1,8,7,5,7,5,5,Technical,Team,Cloud Engineer
4.71,6,5,3,3,3,3,4,3,2,2,7,9,8,3,6,5,6,Technical,Team,Software Tester
4.98,6,5,2,6,5,4,4,1,1,1,8,7,6,5,6,4,8,Technical,Team,Software Tester
4.85,4,6,5,5,4,4,3,1,3,1,8,6,3,5,6,5,7,Technical,Team,Software Tester
4.93,7,6,8,5,1,2,2,2,10,1,7,7,7,2,6,2,7,Technical,Team,Cloud Engineer
4.96,8,6,6,4,3,3,2,3,8,1,4,9,5,3,5,5,5,Technical,Team,Cloud Engineer
5.2,4,5,9,4,3,3,6,6,3,2,8,7,9,3,6,5,7,Technical,Individual,Cybersecurity Analyst
5.19,7,8,3,10,2,3,10,1,1,1,5,6,10,3,7,8,7,Analytical,Individual,Data Analyst
4.8,2,3,1,3,7,2,1,2,2,7,2,5,7,9,6,6,9,Creative,Team,UI/UX Designer
5.53,10,5,3,7,4,1,8,2,6,5,4,8,7,5,7,5,7,Analytical,Individual,Machine Learning Engineer
4.9,4,8,3,5,5,4,4,1,3,2,10,7,7,5,5,5,5,Technical,Team,Software Tester
5.11,7,5,10,4,2,3,2,6,9,1,7,7,5,3,4,5,7,Analytical,Team,Cloud Engineer
4.99,6,4,4,6,5,1,4,1,3,2,10,9,6,5,5,2,7,Technical,Team,Software Tester
4.91,7,4,6,6,2,9,2,1,3,5,5,7,7,5,5,3,4,Technical,Individual,Mobile App Developer
5.04,9,7,3,6,3,9,4,4,3,4,5,7,6,7,5,1,3,Technical,Individual,Mobile App Developer
4.99,5,6,7,4,1,3,5,9,3,2,5,8,7,2,3,3,7,Technical,Individual,Cybersecurity Analyst
4.95,6,4,9,5,3,2,2,7,5,1,8,7,9,3,4,4,5,Technical,Individual,Cybersecurity Analyst
5.0,8,4,8,4,4,2,4,3,10,2,4,7,7,2,4,4,8,Technical,Team,Cloud Engineer
5.03,9,6,4,3,2,10,1,1,4,5,7,7,7,6,4,5,5,Technical,Individual,Mobile App Developer
5.16,7,4,4,4,8,5,1,3,3,8,5,8,6,8,6,3,8,Technical,Team,Web Developer
5.29,7,5,6,4,5,10,3,5,2,7,5,9,5,5,5,2,7,Technical,Individual,Mobile App Developer
5.23,6,5,10,4,4,3,2,9,4,2,4,8,8,4,5,4,7,Technical,Individual,Cybersecurity Analyst
4.93,5,4,9,6,2,2,2,9,3,1,7,8,8,4,3,4,6,Technical,Individual,Cybersecurity Analyst
5.04,8,6,7,3,3,3,5,4,8,1,7,8,5,3,6,4,5,Technical,Team,Cloud Engineer
4.62,5,4,9,1,1,3,3,10,5,2,8,8,6,2,1,2,4,Technical,Individual,Cybersecurity Analyst
5.0,8,4,2,7,3,1,9,2,6,1,5,10,10,6,7,2,5,Creative,Individual,Machine Learning Engineer
4.69,4,3,1,3,2,2,5,2,1,3,2,6,10,3,8,7,9,Analytical,Team,Business Analyst
5.31,10,9,6,5,5,1,1,4,5,4,5,9,9,3,5,6,5,Technical,Team,Software Engineer
4.99,4,3,3,6,2,2,6,1,2,1,1,8,7,4,9,5,7,Analytical,Team,Business Analyst
4.73,6,4,3,4,2,4,4,2,6,1,10,8,8,3,5,3,6,Technical,Individual,Software Tester
4.78,3,5,1,5,2,1,5,4,1,3,1,9,7,4,8,8,9,Analytical,Team,Business Analyst
5.22,9,3,1,7,4,1,9,2,5,2,5,10,8,6,7,5,6,Technical,Individual,Machine Learning Engineer
4.96,3,7,9,5,3,1,4,6,8,1,7,6,3,2,6,5,8,Technical,Team,System Administrator
4.61,5,6,8,2,1,1,2,6,7,1,5,9,5,3,7,2,7,Technical,Team,System Administrator
4.99,5,3,1,7,3,1,10,1,2,1,1,6,7,5,9,8,6,Analytical,Team,Business Analyst
4.97,4,4,4,8,3,2,7,2,1,3,2,9,7,5,7,7,9,Analytical,Team,Business Analyst
5.96,8,9,10,5,7,5,4,2,4,4,8,9,6,6,7,6,6,Technical,Individual,Software Engineer
4.05,3,3,2,4,4,1,1,1,1,9,4,4,4,9,7,3,7,Creative,Team,UI/UX Designer
5.35,9,5,2,10,3,1,8,3,7,3,6,10,8,3,4,3,6,Technical,Team,Machine Learning Engineer
5.14,7,8,2,7,1,3,9,3,4,2,7,9,10,3,6,4,5,Analytical,Individual,Data Analyst
4.26,4,5,6,2,3,1,2,7,5,2,6,8,7,2,3,1,7,Technical,Team,System Administrator
4.69,4,7,3,8,2,2,3,1,1,2,9,7,9,2,5,2,6,Technical,Team,Software Tester
4.66,5,7,3,8,3,3,8,2,1,2,3,7,7,4,6,4,5,Analytical,Individual,Data Analyst
4.97,9,4,2,9,1,3,8,2,1,2,4,8,9,5,7,3,7,Analytical,Individual,Machine Learning Engineer
5.0,4,3,1,5,1,2,7,1,5,1,3,9,9,7,8,6,10,Analytical,Team,Business Analyst
5.01,10,4,7,5,4,1,3,3,10,2,7,7,6,2,5,5,6,Technical,Team,Cloud Engineer
5.0,4,6,2,3,5,2,4,2,3,5,10,7,9,4,7,5,7,Technical,Individual,Software Tester
5.1,7,7,3,10,1,1,9,3,6,2,4,9,8,4,4,5,5,Analytical,Individual,Machine Learning Engineer
5.04,7,5,4,3,10,4,4,4,2,5,4,9,7,8,6,5,6,Technical,Team,Web Developer
4.52,2,2,2,3,6,1,3,2,1,8,1,7,5,9,7,4,8,Creative,Team,UI/UX Designer
